,ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
329487,9CAC04F2942B1773,electric_bike,2024-12-09 17:01:33.682,2024-12-09 17:03:59.834,,,E 53 St & Madison Ave,6659.03,40.76,-73.97,40.7597108,-73.97402311,member
329492,C842C7BE23E68F8E,electric_bike,2024-12-12 18:32:41.099,2024-12-12 18:37:41.384,,,W 36 St & 7 Ave,6483.06,40.75,-73.98,40.752149,-73.989539,member
329494,D124E9F38ACBA9D0,electric_bike,2024-12-12 14:14:02.808,2024-12-12 14:15:34.975,,,E 53 St & 3 Ave,,40.76,-73.97,40.76,-73.97,casual
329501,142EC4CF01EBE701,electric_bike,2024-12-12 14:47:25.154,2024-12-12 14:49:40.556,,,W 35 St & 8 Ave,,40.75,-73.99,40.75,-73.99,casual
329943,C44F5495FEB6E531,electric_bike,2024-12-09 15:30:56.317,2024-12-09 15:48:59.842,,,Brevoort Pl & Bedford Ave,4181.10,40.68,-74.01,40.68012,-73.95362,member
330640,AFF6BB25F87FAD0C,electric_bike,2024-12-03 17:01:38.207,2024-12-03 17:14:12.190,,,E 53 St & Madison Ave,6659.03,40.76,-74.0,40.7597108,-73.97402311,member
334700,7F834593FD3CDC49,electric_bike,2024-12-13 00:43:26.181,2024-12-13 00:52:28.528,,,MacDougal St & Washington Sq,5797.01,40.74,-74.01,40.73226398,-73.99852205,casual
341961,5C823E313D027938,electric_bike,2024-12-12 15:22:53.581,2024-12-12 15:25:03.358,,,Grand St & Elizabeth St,,40.72,-74.0,40.72,-74.0,casual
342030,77FC9CEF5D6E96FB,electric_bike,2024-12-09 15:25:20.911,2024-12-09 15:28:36.941,,,W 24 St & 7 Ave,6257.03,40.75,-74.0,40.74487634,-73.99529885,member
342522,A1507BE484E6357C,electric_bike,2024-12-12 13:57:58.278,2024-12-12 14:00:49.841,,,E 13 St & Ave A,,40.73,-73.98,40.73,-73.98,member
342524,70A2B6153C366195,electric_bike,2024-12-04 17:03:41.353,2024-12-04 17:15:06.755,,,W 24 St & 7 Ave,6257.03,40.76,-74.0,40.74487634,-73.99529885,member
342862,9170E27901F7D20F,electric_bike,2024-12-03 05:50:24.696,2024-12-03 05:56:09.615,,,E 48 St & 5 Ave,6626.01,40.76,-73.99,40.75724567911726,-73.97805914282799,member
356602,8272E475D2DD4DFA,electric_bike,2024-12-08 20:53:00.528,2024-12-08 21:12:35.425,,,W 20 St & 5 Ave,6098.02,40.76,-73.99,40.73972989238724,-73.99103969335556,casual
356603,26022BF59C42456D,electric_bike,2024-12-12 17:06:37.272,2024-12-12 17:19:09.497,,,E 44 St & Lexington Ave,6464.09,40.77,-73.95,40.752643,-73.974996,member
356645,09319A46C5ACB296,electric_bike,2024-12-12 17:07:44.298,2024-12-12 17:18:43.459,,,W 13 St & 7 Ave,6030.04,40.76,-73.98,40.73781509,-73.99994661,member
356647,11E40DA713942143,electric_bike,2024-12-05 17:23:28.538,2024-12-05 17:25:30.364,,,E 15 St & 3 Ave,5863.07,40.73,-73.99,40.734232,-73.986923,member
356659,42BBC2FEB2F7B74C,electric_bike,2024-12-08 14:20:12.462,2024-12-08 14:21:48.630,,,Grand Concourse & E 171 St,8194.06,40.84,-73.91,40.839549,-73.913004,member
356800,5CAD033DB89B2E23,electric_bike,2024-12-10 07:15:01.231,2024-12-10 07:21:14.928,,,E 5 St & Cooper Sq,5712.12,40.72,-73.98,40.72769,-73.990993,member
360618,E7FD68E34C3F1672,electric_bike,2024-12-04 17:56:41.582,2024-12-04 18:04:46.088,,,E 15 St & 3 Ave,5863.07,40.74,-73.98,40.734232,-73.986923,member
367918,40685B55EC1C417D,electric_bike,2024-12-01 17:31:41.154,2024-12-01 17:41:45.237,,,E 60 St & York Ave,6682.08,40.74,-73.98,40.759107,-73.959223,member
368895,4BB67D43D107DF39,electric_bike,2024-12-11 13:42:58.918,2024-12-11 13:53:12.010,,,Jay St & Tech Pl,4710.06,40.72,-73.99,40.695065,-73.987167,member
370465,C2D5CE861E47693F,electric_bike,2024-12-11 07:32:21.951,2024-12-11 07:35:19.209,,,Morton St & Greenwich St,5772.05,40.74,-74.01,40.73115,-74.00887,casual
371620,30F6EEFD7BDA6AD3,electric_bike,2024-12-05 12:25:06.276,2024-12-05 12:33:39.415,,,Catherine St & Monroe St,5128.04,40.73,-73.99,40.71117444,-73.99682619,member
381726,2C103D438FCBEEDE,electric_bike,2024-12-11 00:11:03.509,2024-12-11 00:18:21.463,,,E 43 St & 2 Ave,6422.08,40.76,-73.98,40.75022392,-73.97121414,casual
382182,A356984EDFEA4B17,electric_bike,2024-12-05 11:21:50.081,2024-12-05 11:32:07.303,,,E 47 St & Park Ave,6584.12,40.75,-73.98,40.75510267,-73.97498696,casual
383703,F0A5A844002A6E9A,electric_bike,2024-12-05 16:56:38.937,2024-12-05 17:24:04.998,,,92 St & Astoria Blvd,6810.01,40.75,-73.93,40.76313,-73.8772,casual
394519,1212B51219B236F6,electric_bike,2024-12-14 13:44:01.095,2024-12-14 14:00:58.645,,,36 Ave & 31 St,6572.08,40.78,-73.91,40.75651272984955,-73.92957486212252,casual
396557,E95AA84B2B68501F,electric_bike,2024-12-14 14:40:09.051,2024-12-14 14:57:13.845,,,24 St & 5 Ave,3555.04,40.68,-73.96,40.659555,-73.995068,casual
396576,95362D7EA90ECEE0,electric_bike,2024-12-14 16:03:22.421,2024-12-14 16:06:03.098,,,Concord St & Bridge St,4781.03,40.7,-73.99,40.69766564,-73.98476437,member
400077,D0D399C2E11069A2,electric_bike,2024-12-10 10:46:15.797,2024-12-10 10:54:52.720,,,10 Ave & W 14 St,6157.04,40.72,-74.0,40.741981599940225,-74.00831580162048,member
400078,6A932981842DEB15,electric_bike,2024-12-10 09:31:49.600,2024-12-10 09:36:46.832,,,LaGuardia Pl & W 3 St,5721.14,40.72,-74.0,40.72917025,-73.99810231,member
400087,615C4FE38B74CC7A,electric_bike,2024-12-08 10:33:08.125,2024-12-08 10:43:20.934,,,10 Ave & W 14 St,6157.04,40.72,-74.02,40.741981599940225,-74.00831580162048,casual
402127,F92D2B790537162A,electric_bike,2024-12-10 15:34:54.077,2024-12-10 15:41:10.480,,,Broadway & W 38 St,6560.15,40.77,-73.98,40.7529728216068,-73.98734897375107,member
402142,956D091D66305EA7,electric_bike,2024-12-12 16:43:58.762,2024-12-12 16:49:37.986,,,Clinton St & Grand St,5303.06,40.7,-73.99,40.71559509,-73.9870295,member
413910,69F6D66F766332B1,electric_bike,2024-12-02 10:36:30.012,2024-12-02 10:43:24.576,,,,,40.76,-74.0,40.76,-74.0,member
413924,59AD2865E4963A23,electric_bike,2024-12-03 17:40:06.916,2024-12-03 17:43:39.603,,,,,40.75,-74.0,40.75,-74.0,member
413928,74F9306B5B1EF523,electric_bike,2024-12-04 16:04:27.901,2024-12-04 16:09:14.882,,,,,40.75,-73.95,40.75,-73.95,member
413929,9EB505C023DEC0CD,electric_bike,2024-12-12 18:18:59.407,2024-12-12 18:47:39.103,,,,,40.68,-73.96,40.67,-73.94,member
413931,CC2EC8EFFA074D6B,electric_bike,2024-12-02 13:10:48.873,2024-12-02 13:16:10.693,,,,,40.76,-74.0,40.76,-74.0,member
414107,9A25685708776024,electric_bike,2024-12-02 14:13:07.989,2024-12-02 14:39:30.005,,,,,40.76,-74.0,40.76,-74.0,casual
414109,A8995F6DFE17D6E4,electric_bike,2024-12-10 10:23:18.220,2024-12-10 11:19:31.272,,,,,40.76,-74.0,40.76,-74.0,member
414111,D44125B3C4940E41,electric_bike,2024-12-03 19:19:41.865,2024-12-03 19:24:46.212,,,,,40.75,-74.0,40.75,-74.0,member
414112,48FC1B86B8D4A63B,electric_bike,2024-12-02 07:31:45.627,2024-12-02 07:34:32.954,,,,,40.76,-74.0,40.76,-74.0,member
414119,44C84E3AD97ECE88,electric_bike,2024-12-12 19:38:53.492,2024-12-12 19:45:00.207,,,,,40.73,-73.98,40.73,-73.98,member
414120,3710C717290FA3A6,electric_bike,2024-12-11 12:27:17.502,2024-12-11 15:04:34.862,,,,,40.72,-74.01,40.73,-74.01,member
414123,D17721134F4C5084,electric_bike,2024-12-07 01:50:04.303,2024-12-07 02:50:44.551,,,,,40.72,-74.0,40.72,-74.0,member
414127,0FCE3FBDC2D23559,electric_bike,2024-12-12 12:50:43.722,2024-12-12 13:58:24.436,,,,,40.72,-74.0,40.72,-74.0,member
414128,D9F1C13A04B80C08,electric_bike,2024-12-03 13:11:37.717,2024-12-03 13:31:46.080,,,,,40.76,-74.0,40.76,-74.0,member
414239,2998409763E0037E,electric_bike,2024-12-05 18:15:55.761,2024-12-05 18:21:59.855,,,,,40.72,-74.0,40.72,-74.0,member
414240,6094C1D5D2358D87,electric_bike,2024-12-01 01:32:52.477,2024-12-01 01:37:57.016,,,,,40.76,-74.0,40.76,-74.0,member
414252,0C629C3AD75BAC99,electric_bike,2024-12-10 09:56:38.353,2024-12-10 10:01:36.275,,,,,40.76,-74.0,40.76,-74.0,member
414254,CCE23A814BEAC7F9,electric_bike,2024-12-06 18:13:38.381,2024-12-06 19:13:45.094,,,,,40.72,-74.0,40.72,-74.0,member
414260,869400F43B82E8C5,electric_bike,2024-12-04 06:45:00.953,2024-12-04 06:53:38.046,,,,,40.75,-74.0,40.75,-74.0,member
414264,52DDFAE257906540,electric_bike,2024-12-07 17:50:40.555,2024-12-07 17:57:13.104,,,,,40.72,-74.0,40.72,-74.0,member
414265,C65D0B80130B341C,electric_bike,2024-12-03 04:31:26.594,2024-12-03 04:35:06.650,,,,,40.74,-73.98,40.74,-73.98,member
414267,E1EA0FF400D8A48F,electric_bike,2024-12-12 16:10:36.232,2024-12-12 16:12:09.830,,,,,40.72,-73.98,40.72,-73.98,member
414659,8AFB4C8FF5ADABC1,electric_bike,2024-12-04 08:32:00.528,2024-12-04 10:28:54.076,,,,,40.76,-74.0,40.76,-73.98,member
414661,B2DFD33F4F984FAC,electric_bike,2024-12-03 03:22:44.511,2024-12-03 03:26:50.206,,,,,40.75,-74.0,40.75,-74.0,member
414663,C9C2C80EAC15B190,electric_bike,2024-12-02 18:47:59.623,2024-12-02 18:53:02.327,,,,,40.74,-73.98,40.74,-73.98,member
414665,06588B7A11D7A62E,electric_bike,2024-12-02 07:51:02.559,2024-12-02 08:11:05.425,,,,,40.76,-74.0,40.76,-74.0,member
414668,9FE78B7F796F750F,electric_bike,2024-12-08 08:54:35.333,2024-12-08 09:01:18.438,,,,,40.74,-73.98,40.74,-73.98,casual
414672,90BAA44C5AA0C887,electric_bike,2024-12-11 23:22:19.100,2024-12-11 23:54:15.704,,,,,40.72,-74.0,40.72,-74.0,member
414674,203704EEB702AC32,electric_bike,2024-12-07 15:07:50.415,2024-12-07 15:15:24.528,,,,,40.72,-74.0,40.72,-74.0,member
414675,88037DF4CCAE08EA,electric_bike,2024-12-03 08:19:12.457,2024-12-03 08:25:33.596,,,,,40.69,-73.93,40.69,-73.93,member
414710,3ED11EBA0C02845B,electric_bike,2024-12-13 07:56:12.797,2024-12-13 08:01:54.598,,,,,40.73,-73.98,40.73,-73.98,member
415481,7DC250D296CF19DC,electric_bike,2024-12-06 22:48:54.318,2024-12-06 22:53:14.854,,,,,40.75,-73.99,40.75,-73.99,member
415487,025245625B34E303,electric_bike,2024-12-03 19:12:48.264,2024-12-03 19:17:06.873,,,,,40.75,-74.0,40.75,-74.0,member
415488,C0FED0B9660FE2C6,electric_bike,2024-12-06 13:27:43.897,2024-12-06 13:36:27.705,,,,,40.71,-74.01,40.71,-74.01,member
415490,C3B2A192BC090E27,electric_bike,2024-12-13 18:34:27.521,2024-12-13 18:36:25.803,,,,,40.77,-73.98,40.77,-73.98,member
415495,11660E61B37718D8,electric_bike,2024-12-10 18:02:08.799,2024-12-10 18:15:01.050,,,,,40.75,-74.0,40.75,-74.0,member
415496,DD99CAE27B5263E2,electric_bike,2024-12-02 07:55:26.764,2024-12-02 07:58:21.413,,,,,40.73,-74.0,40.73,-74.0,member
415501,7D4F6D94A715C3DA,electric_bike,2024-12-06 22:22:55.560,2024-12-06 22:30:46.230,,,,,40.72,-74.0,40.72,-74.0,member
415503,0DFBEEB021298B8C,electric_bike,2024-12-03 23:30:57.734,2024-12-03 23:35:55.346,,,,,40.75,-74.0,40.75,-74.0,member
415769,41808D097D513FCA,electric_bike,2024-12-05 17:22:40.526,2024-12-05 17:32:14.372,,,E 74 St & 1 Ave,6953.08,40.75,-73.98,40.7689738,-73.95482273,member
415778,9FDAE854E773B8F4,electric_bike,2024-12-08 01:41:20.320,2024-12-08 01:48:22.655,,,,,40.67,-73.96,40.67,-73.96,member
415779,7632AA5DC82C2CFA,electric_bike,2024-12-02 19:02:39.338,2024-12-02 19:08:58.908,,,,,40.72,-74.0,40.72,-74.0,member
415783,B97D14DC25F1D0F6,electric_bike,2024-12-12 13:57:15.450,2024-12-12 14:30:35.011,,,,,40.75,-73.98,40.75,-73.98,member
415785,F4C9E015D9294934,electric_bike,2024-12-03 08:59:45.569,2024-12-03 09:03:25.249,,,,,40.73,-73.98,40.73,-73.98,member
417745,4099B75E261C1FDA,electric_bike,2024-12-04 21:58:44.513,2024-12-04 22:02:31.166,,,,,40.75,-74.0,40.75,-74.0,member
417748,8188C388DA9BC0F0,electric_bike,2024-12-14 16:01:29.745,2024-12-14 16:11:37.729,,,,,40.75,-73.97,40.75,-73.97,member
417749,70C1F9C3B6903A65,electric_bike,2024-12-12 16:04:21.498,2024-12-12 16:05:26.201,,,,,40.75,-74.0,40.75,-74.0,member
417753,1D4ED509A4DA7FC4,electric_bike,2024-12-12 14:42:37.772,2024-12-12 15:45:20.255,,,,,40.73,-73.99,40.73,-73.99,member
417754,BB6DD6D328F3AFB7,electric_bike,2024-12-08 01:37:07.865,2024-12-08 01:41:32.161,,,,,40.72,-74.0,40.72,-74.0,member
417755,30FCB3E9AB3C2C25,electric_bike,2024-12-03 09:22:16.112,2024-12-03 09:26:36.895,,,,,40.76,-74.0,40.76,-74.0,member
417758,1AF4F7C4F6910917,electric_bike,2024-12-02 20:12:08.932,2024-12-02 20:22:58.256,,,,,40.74,-73.98,40.74,-73.98,member
417761,124645B5BDD9B4D2,electric_bike,2024-12-11 08:27:55.240,2024-12-11 09:28:28.654,,,,,40.76,-74.0,40.76,-74.0,member
417762,F3C2BFC6A18FF677,electric_bike,2024-12-12 17:43:17.980,2024-12-12 18:02:13.285,,,,,40.72,-74.0,40.72,-73.99,member
417763,C9404BDEB4BA2F58,electric_bike,2024-12-08 12:43:26.155,2024-12-08 12:50:44.218,,,,,40.75,-74.0,40.75,-74.0,member
417772,4E21F0C29C6076F7,electric_bike,2024-12-04 00:50:24.823,2024-12-04 01:02:12.296,,,,,40.75,-74.0,40.75,-74.0,member
417778,2495FED9CC7704A5,electric_bike,2024-12-10 11:35:08.298,2024-12-10 12:35:18.313,,,,,40.76,-74.0,40.76,-74.0,member
417780,58C0FA895CA1334C,electric_bike,2024-12-02 18:48:35.313,2024-12-02 18:54:48.647,,,,,40.72,-74.0,40.72,-74.0,member
417781,3FEC55EFB9173975,electric_bike,2024-12-11 11:38:05.123,2024-12-11 11:43:46.970,,,,,40.76,-74.0,40.76,-74.0,member
417789,D4272FA9C299EB4A,electric_bike,2024-12-07 18:17:25.233,2024-12-07 18:22:06.591,,,,,40.72,-74.0,40.72,-74.0,casual
417792,9781611B9B93FBC3,electric_bike,2024-12-01 17:55:08.496,2024-12-01 18:00:26.592,,,,,40.76,-74.0,40.76,-74.0,casual
417802,8FA4B10775AFA2FC,electric_bike,2024-12-02 17:18:42.858,2024-12-02 18:19:42.812,,,,,40.72,-74.0,40.72,-74.0,member
417804,6C253C6F8536CEB2,electric_bike,2024-12-02 20:30:05.735,2024-12-02 20:38:57.386,,,,,40.74,-73.98,40.74,-73.98,member
417811,2E820D3DA3868324,electric_bike,2024-12-04 07:37:51.037,2024-12-04 07:43:58.562,,,,,40.75,-74.0,40.75,-74.0,member
417812,C61149A86967A020,electric_bike,2024-12-12 15:21:47.489,2024-12-12 17:22:34.590,,,,,40.73,-73.99,40.73,-73.99,member
417817,9ED4B64BC61F30D9,electric_bike,2024-12-05 23:40:00.025,2024-12-06 00:38:35.590,,,,,40.71,-74.01,40.71,-74.01,member
417819,71316C4E2E16AB06,electric_bike,2024-12-12 08:30:25.255,2024-12-12 08:36:10.323,,,,,40.76,-74.0,40.76,-74.0,member
417834,BAE323A3F8C4B497,electric_bike,2024-12-03 22:06:21.892,2024-12-03 22:10:00.228,,,,,40.75,-74.0,40.75,-74.0,member
417842,61A401C9223BFC21,electric_bike,2024-12-11 09:29:20.477,2024-12-11 09:31:53.418,,,,,40.76,-74.0,40.76,-74.0,member
417846,778306CA430ADE48,electric_bike,2024-12-12 14:36:06.343,2024-12-12 15:16:57.174,,,,,40.71,-73.99,40.71,-73.99,member
417856,3D63655475132398,electric_bike,2024-12-02 08:49:52.005,2024-12-02 09:01:20.191,,,,,40.76,-74.0,40.76,-74.0,member
417864,D13DD40782413036,electric_bike,2024-12-10 23:44:08.540,2024-12-11 00:38:44.239,,,,,40.72,-74.0,40.73,-74.0,casual
417866,7C86F229E5CDD6B8,electric_bike,2024-12-08 10:05:53.621,2024-12-08 10:11:14.210,,,,,40.75,-74.0,40.75,-74.0,casual
417867,F3ACBD7D2A445F0F,electric_bike,2024-12-09 18:11:53.480,2024-12-09 18:19:01.775,,,,,40.74,-73.99,40.74,-73.99,member
417873,9717112BFE6CD6EA,electric_bike,2024-12-12 15:12:32.146,2024-12-12 16:21:28.049,,,,,40.77,-73.97,40.76,-73.97,member
417874,3FDDEC47AD9C353F,electric_bike,2024-12-12 13:03:27.067,2024-12-12 14:07:57.314,,,,,40.76,-73.97,40.77,-73.97,member
417875,CBBDDE263A21F840,electric_bike,2024-12-06 13:39:02.623,2024-12-06 13:45:02.266,,,,,40.75,-74.0,40.75,-74.0,member
417879,23B7156C13EA97F7,electric_bike,2024-12-09 16:08:38.849,2024-12-09 17:06:58.885,,,,,40.75,-73.99,40.75,-73.99,member
417889,4459F00E20BDDD5F,electric_bike,2024-12-14 02:19:04.942,2024-12-14 02:26:47.641,,,,,40.72,-73.96,40.72,-73.96,member
417893,C311E77F2B8BF790,electric_bike,2024-12-02 09:11:29.084,2024-12-02 09:20:37.517,,,,,40.76,-74.0,40.76,-74.0,member
417900,C8244D8C7E521022,electric_bike,2024-12-04 23:02:57.995,2024-12-04 23:10:40.112,,,,,40.75,-74.0,40.75,-74.0,member
417901,8EE502A7C1484920,electric_bike,2024-12-05 08:51:33.334,2024-12-05 09:00:52.551,,,,,40.73,-73.99,40.73,-74.0,member
417903,883DE3DDF5AD6F53,electric_bike,2024-12-08 11:25:29.314,2024-12-08 11:32:19.181,,,,,40.75,-73.94,40.75,-73.94,member
417904,40F1A76285592A73,electric_bike,2024-12-07 20:22:25.726,2024-12-07 21:24:15.730,,,,,40.72,-74.0,40.72,-74.0,member
417905,54CC6904CF263038,electric_bike,2024-12-08 09:02:55.843,2024-12-08 09:05:57.609,,,,,40.75,-74.0,40.75,-74.0,member
417915,3E95B068FC371231,electric_bike,2024-12-12 14:46:34.189,2024-12-12 15:03:15.869,,,,,40.74,-73.98,40.74,-73.98,member
417916,1FA96D60D7C40A26,electric_bike,2024-12-02 11:25:30.554,2024-12-02 11:31:01.677,,,,,40.76,-74.0,40.76,-74.0,member
417920,A00CCD4DBE7B1AE1,electric_bike,2024-12-07 13:51:11.836,2024-12-07 13:57:50.330,,,St Nicholas Ave & W 126 St,7756.1,40.81,-73.94,40.8114323,-73.9518776,member
417921,1C820560D64DE830,electric_bike,2024-12-03 08:28:44.733,2024-12-03 08:33:48.227,,,,,40.76,-74.0,40.76,-74.0,member
418352,3B8F0A4A769C4007,electric_bike,2024-12-10 15:52:53.843,2024-12-10 16:19:38.228,,,,,40.76,-74.0,40.76,-74.0,casual
418354,6B421362C1DCDBD8,electric_bike,2024-12-14 14:40:46.846,2024-12-14 14:44:21.892,,,,,40.77,-73.98,40.77,-73.98,casual
418361,E09C066477F6FB32,electric_bike,2024-12-11 20:33:28.143,2024-12-11 21:28:52.748,,,,,40.72,-74.0,40.72,-74.0,member
418363,8C880910FA216498,electric_bike,2024-12-08 16:59:19.830,2024-12-08 17:03:07.210,,,,,40.73,-74.0,40.73,-74.0,member
418370,27001A673E582D5F,electric_bike,2024-11-30 23:53:00.508,2024-12-01 00:00:35.843,,,,,40.76,-74.0,40.76,-74.0,member
418387,46EA035ABF0C8C48,electric_bike,2024-12-08 01:03:04.780,2024-12-08 02:05:02.287,,,,,40.74,-73.98,40.74,-73.98,casual
418422,6B2BC86A9C9F552D,electric_bike,2024-12-01 10:33:25.407,2024-12-01 10:39:21.091,,,,,40.76,-74.0,40.76,-74.0,member
418425,79A3742530D682C6,electric_bike,2024-12-04 20:30:36.833,2024-12-04 20:37:30.440,,,,,40.75,-74.0,40.75,-74.0,member
418426,22D89253852A41DF,electric_bike,2024-12-03 14:25:10.698,2024-12-03 15:23:40.846,,,,,40.72,-74.0,40.72,-74.0,member
418427,8D4AD868CF88A438,electric_bike,2024-12-12 22:47:53.088,2024-12-12 22:54:22.679,,,,,40.73,-73.98,40.73,-73.98,member
418429,1B280DFDB1D3CB9B,electric_bike,2024-12-03 10:56:34.429,2024-12-03 11:00:44.804,,,,,40.72,-74.0,40.72,-74.0,member
418431,609279E63C7ABCFF,electric_bike,2024-12-04 07:06:09.988,2024-12-04 07:14:29.653,,,,,40.75,-74.0,40.75,-74.0,member
418432,98ADB3A52AA8E597,electric_bike,2024-12-03 17:51:22.453,2024-12-03 19:11:02.294,,,,,40.75,-74.0,40.75,-74.0,member
418433,0926AE12B73D5207,electric_bike,2024-12-12 00:07:13.894,2024-12-12 00:18:08.731,,,,,40.72,-74.0,40.72,-74.0,member
418461,318BF37438A6D241,electric_bike,2024-12-08 13:01:19.749,2024-12-08 13:53:59.793,,,,,40.73,-74.0,40.74,-74.0,casual
418467,5BFFE1BCF14FF4D9,electric_bike,2024-12-10 14:12:55.157,2024-12-10 14:18:35.742,,,,,40.76,-74.0,40.76,-74.0,member
418468,071EA7FA383E537C,electric_bike,2024-12-06 16:59:50.421,2024-12-06 18:01:00.818,,,,,40.72,-74.0,40.73,-74.0,member
